TBL_NM,ITM_NM_ENG,ITM_ID,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C2_OBJ_NM,C3_OBJ_NM,C2,C1_NM_ENG,C2_NM_ENG,C3_NM_ENG,LST_CHN_DE,PRD_DE,ITM_NM,TBL_ID,UNIT_NM,C1_OBJ_NM_ENG,C2_OBJ_NM_ENG,C3_OBJ_NM_ENG,C3,DT,PRD_SE,C1,C1_NM,C2_NM,C3_NM
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,20-24 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),20,-,A,C,피부 및 피하조직의 질환 (L00-L98),여자,20 - 24세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,20-24 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),20,-,A,C,피부 및 피하조직의 질환 (L00-L98),여자,20 - 24세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,25-29 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),25,0,A,C,피부 및 피하조직의 질환 (L00-L98),여자,25 - 29세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,25-29 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),25,1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,25 - 29세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,25-29 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),25,0,A,C,피부 및 피하조직의 질환 (L00-L98),여자,25 - 29세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,25-29 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),25,-,A,C,피부 및 피하조직의 질환 (L00-L98),여자,25 - 29세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,25-29 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),25,0.1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,25 - 29세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,25-29 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),25,-,A,C,피부 및 피하조직의 질환 (L00-L98),여자,25 - 29세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,30-34 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),30,1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,30 - 34세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,30-34 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),30,0,A,C,피부 및 피하조직의 질환 (L00-L98),여자,30 - 34세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,30-34 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),30,0,A,C,피부 및 피하조직의 질환 (L00-L98),여자,30 - 34세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,30-34 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),30,0.1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,30 - 34세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,30-34 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),30,-,A,C,피부 및 피하조직의 질환 (L00-L98),여자,30 - 34세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,30-34 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),30,-,A,C,피부 및 피하조직의 질환 (L00-L98),여자,30 - 34세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,35-39 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),35,0,A,C,피부 및 피하조직의 질환 (L00-L98),여자,35 - 39세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,35-39 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),35,2,A,C,피부 및 피하조직의 질환 (L00-L98),여자,35 - 39세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,35-39 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),35,0,A,C,피부 및 피하조직의 질환 (L00-L98),여자,35 - 39세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,35-39 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),35,-,A,C,피부 및 피하조직의 질환 (L00-L98),여자,35 - 39세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,35-39 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),35,0.1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,35 - 39세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,35-39 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),35,-,A,C,피부 및 피하조직의 질환 (L00-L98),여자,35 - 39세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,40-44 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),40,1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,40 - 44세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,40-44 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),40,1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,40 - 44세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,40-44 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),40,0,A,C,피부 및 피하조직의 질환 (L00-L98),여자,40 - 44세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,40-44 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),40,0.1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,40 - 44세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,40-44 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),40,0.1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,40 - 44세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,40-44 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),40,-,A,C,피부 및 피하조직의 질환 (L00-L98),여자,40 - 44세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,45-49 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),45,1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,45 - 49세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,45-49 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),45,3,A,C,피부 및 피하조직의 질환 (L00-L98),여자,45 - 49세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,45-49 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),45,3,A,C,피부 및 피하조직의 질환 (L00-L98),여자,45 - 49세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,45-49 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),45,0,A,C,피부 및 피하조직의 질환 (L00-L98),여자,45 - 49세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,45-49 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),45,0.1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,45 - 49세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,45-49 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),45,0.1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,45 - 49세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,50-54 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),50,1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,50 - 54세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,50-54 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),50,2,A,C,피부 및 피하조직의 질환 (L00-L98),여자,50 - 54세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,50-54 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),50,1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,50 - 54세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,50-54 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),50,0,A,C,피부 및 피하조직의 질환 (L00-L98),여자,50 - 54세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,50-54 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),50,0.1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,50 - 54세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,50-54 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),50,0,A,C,피부 및 피하조직의 질환 (L00-L98),여자,50 - 54세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,55-59 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),55,2,A,C,피부 및 피하조직의 질환 (L00-L98),여자,55 - 59세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,55-59 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),55,3,A,C,피부 및 피하조직의 질환 (L00-L98),여자,55 - 59세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,55-59 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),55,5,A,C,피부 및 피하조직의 질환 (L00-L98),여자,55 - 59세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,55-59 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),55,0.1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,55 - 59세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,55-59 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),55,0.1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,55 - 59세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,55-59 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),55,0.2,A,C,피부 및 피하조직의 질환 (L00-L98),여자,55 - 59세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,60-64 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),60,1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,60-64 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),60,6,A,C,피부 및 피하조직의 질환 (L00-L98),여자,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,60-64 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),60,6,A,C,피부 및 피하조직의 질환 (L00-L98),여자,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,60-64 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),60,0.1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,60-64 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),60,0.3,A,C,피부 및 피하조직의 질환 (L00-L98),여자,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,60-64 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),60,0.3,A,C,피부 및 피하조직의 질환 (L00-L98),여자,60 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,15-64 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),62,7,A,C,피부 및 피하조직의 질환 (L00-L98),여자,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,15-64 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),62,18,A,C,피부 및 피하조직의 질환 (L00-L98),여자,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,15-64 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),62,15,A,C,피부 및 피하조직의 질환 (L00-L98),여자,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,15-64 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),62,0,A,C,피부 및 피하조직의 질환 (L00-L98),여자,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,15-64 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),62,0.1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,15-64 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),62,0.1,A,C,피부 및 피하조직의 질환 (L00-L98),여자,15 - 64세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,65 Years old ＆ over,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),63,320,A,C,피부 및 피하조직의 질환 (L00-L98),여자,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,65 Years old ＆ over,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),63,306,A,C,피부 및 피하조직의 질환 (L00-L98),여자,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,65 Years old ＆ over,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),63,336,A,C,피부 및 피하조직의 질환 (L00-L98),여자,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,65 Years old ＆ over,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),63,6.9,A,C,피부 및 피하조직의 질환 (L00-L98),여자,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,65 Years old ＆ over,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),63,6.3,A,C,피부 및 피하조직의 질환 (L00-L98),여자,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,65 Years old ＆ over,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),63,6.6,A,C,피부 및 피하조직의 질환 (L00-L98),여자,65세 이상
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,65-69 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),65,16,A,C,피부 및 피하조직의 질환 (L00-L98),여자,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,65-69 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),65,7,A,C,피부 및 피하조직의 질환 (L00-L98),여자,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,65-69 Years old,2023-09-21,2022,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),65,9,A,C,피부 및 피하조직의 질환 (L00-L98),여자,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,65-69 Years old,2022-09-26,2020,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),65,1.2,A,C,피부 및 피하조직의 질환 (L00-L98),여자,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,65-69 Years old,2022-09-26,2021,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),65,0.5,A,C,피부 및 피하조직의 질환 (L00-L98),여자,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,mortality rate,T5,101,per 100 thousand person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,65-69 Years old,2023-09-21,2022,사망률,DT_1B34E01,십만명당,By the cause of death(104 items),By gender,By age(by five-year age group),65,0.6,A,C,피부 및 피하조직의 질환 (L00-L98),여자,65 - 69세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,70-74 Years old,2022-09-26,2020,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),70,14,A,C,피부 및 피하조직의 질환 (L00-L98),여자,70 - 74세
사망원인(104항목)/성/연령(5세)별 사망자수 사망률,Deaths,T1,101,Person,사망원인별(104항목),성별,연령(5세)별,2,Diseases of the skin and subcutaneous tissue (L00-L98),Female,70-74 Years old,2022-09-26,2021,사망자수,DT_1B34E01,명,By the cause of death(104 items),By gender,By age(by five-year age group),70,17,A,C,피부 및 피하조직의 질환 (L00-L98),여자,70 - 74세
